Go here,ftp://ftp.srl.caltech.edu/pub/,Go to nustar/from_hassif/straylight_triage,,,,"Bad = No stray light, Good = Obvious stray light from this source, Easy = ONLY stray light from this source",
Name,,Sequence ID,Off-axis (deg),Exposure (ks),Checked By:,Good / Bad / Easy,Notes
IGR J16287-5021,PSR_J1617m5055,30301013002,1.80481443,132738.9137,,,
IGR J16287-5021,4U_1608m52,80401321002,3.234319839,53741.5497,,,
IGR J16287-5021,MAXI_J1631m479,90401372002,2.651127259,1155.7907,,,
IGR J16287-5021,AX_J1631d9m4752,90401373002,2.630143037,2322.1764,,,
IGR J16287-5021,MAXI_J1631m479,90501301001,2.653192689,14916.7652,,,
IGR J16287-5021,589.1296238,1837.032955,,,,,
,,,,,,,
IGR J16560-4958,GX339_4,80001013002,1.647375113,35093.2204,,,
IGR J16560-4958,GX339_4,80001013004,1.626168549,20796.2479,,,
IGR J16560-4958,GX339_4,80001013006,1.628299073,23154.3395,,,
IGR J16560-4958,GX339_4,80001013008,1.620368838,43193.1683,,,
IGR J16560-4958,GX339_4,80001013010,1.608790664,98211.1778,,,
IGR J16560-4958,Norma_MOS031,40014031001,3.939252089,30304.0153,,,
IGR J16560-4958,Norma_MOS032,40014032001,3.964278376,31345.1802,,,
IGR J16560-4958,Norma_MOS034,40014034001,3.998837947,31782.1886,,,
IGR J16560-4958,GX339_4,80001015001,1.698108588,10376.5406,,,
IGR J16560-4958,GX339_4,80001015003,1.686598199,30047.8381,,,
IGR J16560-4958,CXOUJ163601d2m474853,30160003002,3.880870689,78982.2041,,,
IGR J16560-4958,CXOUJ163709d7m473157,30160001002,3.899707945,50437.18,,,
IGR J16560-4958,GX339m4,80102011002,1.622938672,21636.8747,,,
IGR J16560-4958,GX339m4,80102011004,1.616008176,18302.7169,,,
IGR J16560-4958,GX339m4,80102011006,1.622118505,19798.9843,,,
IGR J16560-4958,GX339m4,80102011008,1.626462149,21467.8624,,,
IGR J16560-4958,GX339m4,80102011010,1.621051331,38503.6362,,,
IGR J16560-4958,GX339m4,80102011012,1.611632904,41335.8019,,,
IGR J16560-4958,GX_339m4,80302304002,1.611683385,21476.0623,,,
IGR J16560-4958,GX_339m4,80302304004,1.607553008,17982.3345,,,
IGR J16560-4958,GX_339m4,80302304005,1.616039033,18921.0656,,,
IGR J16560-4958,GX_339m4,80302304007,1.686130532,28964.3859,,,
IGR J16560-4958,GX_339m4,90401369002,1.646400047,632.9917,,,
IGR J16560-4958,GX_339m4,90401369004,1.703863996,3621.4675,,,
IGR J16560-4958,513.5167165,736.3674847,,,,,
,,,,,,,
XTE J1807-294,4U1820m30,80001011002,3.717508173,1803.9106,,,
XTE J1807-294,IGR_J17511m3057,90101001002,3.720013105,42244.8923,,,
XTE J1807-294,TCP_J18102829m2729590,80201035002,2.052239566,47287.0994,,,
XTE J1807-294,4U_1820m30,90401323002,3.740144488,11800.0152,,,
XTE J1807-294,0,103.1359175,,,,,
,,,,,,,
IGR J16181-5407,4U1608m52,90002002002,1.880907722,34674.981,,,
IGR J16181-5407,2S_1553m542,90101002002,2.951452164,27415.0546,,,
IGR J16181-5407,4U_1636m53,30101024002,3.389895951,19800.1954,,,
IGR J16181-5407,4U1636m53,30102014002,3.346557433,27439.8513,,,
IGR J16181-5407,4U1636m53,30102014004,3.349830461,30338.7499,,,
IGR J16181-5407,4U1636m53,30102014006,3.347401306,28924.9996,,,
IGR J16181-5407,1E_1547d0m5408,30101035002,3.949705947,83387.591,,,
IGR J16181-5407,SNR_G327d1m1d1,40201010002,3.559146204,84761.3259,,,
IGR J16181-5407,1E161348m5055,90201028002,3.043944458,65937.5696,,,
IGR J16181-5407,1E_161348m5055,30301017002,3.04764723,65633.0912,,,
IGR J16181-5407,MAXI_J1535m571_SADA_17295,80302311001,3.233177753,124.4401,,,
IGR J16181-5407,PSR_J1617m5055,30301013002,3.210599409,132738.9137,,,
IGR J16181-5407,4U_1608m52,80401321002,1.836167743,53741.5497,,,
IGR J16181-5407,88.4165307,654.918313,,,,,
,,,,,,,
IGR J19267+1325,GRS1915p105,10002004001,3.692091473,14846.1223,,,
IGR J19267+1325,GRS1915p105,90001001002,3.675670978,19297.5405,,,
IGR J19267+1325,GRS_1915p105,10102003002,3.729991385,3601.2524,,,
IGR J19267+1325,GRS_1915p105,30102037002,3.683959095,6493.5645,,,
IGR J19267+1325,GRS_1915p105,30102037004,3.690993268,7511.657,,,
IGR J19267+1325,GRS_1915p105,30202033002,3.699697354,6360.0507,,,
IGR J19267+1325,GRS_1915p105,30202033004,3.724399953,13260.5892,,,
IGR J19267+1325,GRS_1915p105,90202045002,3.672364412,13902.5431,,,
IGR J19267+1325,GRS_1915p105,90202045004,3.680397918,19817.0539,,,
IGR J19267+1325,GRS_1915p105,90201053002,3.680416067,13097.4004,,,
IGR J19267+1325,GRS_1915p105,90301001002,3.681453926,15087.9776,,,
IGR J19267+1325,GRS_1915p105,30302018002,3.698967636,17869.6634,,,
IGR J19267+1325,GRS_1915p105,30302018004,3.753229014,11354.6263,,,
IGR J19267+1325,GRS_1915p105,30302020002,3.752306087,7074.8772,,,
IGR J19267+1325,GRS_1915p105,30302020004,3.748053048,5361.7634,,,
IGR J19267+1325,GRS_1915p105,30302020006,3.686886678,11766.8355,,,
IGR J19267+1325,GRS_1915p105,30302020008,3.692913759,12919.2304,,,
IGR J19267+1325,GRS_1915p105,80401312002,3.70796297,26166.4891,,,
IGR J19267+1325,GRS_1915p105,90501321002,3.685420266,28700.368,,,
IGR J19267+1325,GRS_1915p105,30502008002,3.693374263,25743.0725,,,
IGR J19267+1325,0,280.2326774,,,,,
,,,,,,,
IGR J17448-3231,1E1740d7m2942,10002012001,2.767580222,10968.4558,,,
IGR J17448-3231,1E1740d7m2942,10002021001,2.762733688,2172.0005,,,
IGR J17448-3231,SgrAstar,30001002001,3.491048103,156798.5508,,,
IGR J17448-3231,1E1740d7m2942,10002021003,2.807097861,6125.2671,,,
IGR J17448-3231,SgrAstar,30001002002,3.534528316,12088.1455,,,
IGR J17448-3231,SgrAstar,30001002003,3.526871543,77963.8403,,,
IGR J17448-3231,Gal_Cen_MOS001,40010001002,3.550971341,24053.6992,,,
IGR J17448-3231,Gal_Cen_MOS002,40010002001,3.508660704,24509.8675,,,
IGR J17448-3231,Gal_Cen_MOS003,40010003001,3.643871789,24199.7003,,,
IGR J17448-3231,Gal_Cen_MOS004,40010004001,3.606386807,24032.3799,,,
IGR J17448-3231,Gal_Cen_MOS005,40010005001,3.742453014,25992.9403,,,
IGR J17448-3231,Gal_Cen_MOS006,40010006001,3.705996426,23563.7354,,,
IGR J17448-3231,SgrAstar,30001002004,3.506631554,50173.8925,,,
IGR J17448-3231,SgrAstar,30001002006,3.541667197,37066.8647,,,
IGR J17448-3231,gcmagnetar,80002013002,3.543340721,49697.5581,,,
IGR J17448-3231,gcmagnetar,80002013004,3.558907481,38525.8611,,,
IGR J17448-3231,gcmagnetar,80002013006,3.556769686,32615.7254,,,
IGR J17448-3231,gcmagnetar,80002013008,3.558366206,38832.1538,,,
IGR J17448-3231,gcmagnetar,80002013010,3.558943327,37319.0136,,,
IGR J17448-3231,gcmagnetar,80002013012,3.524992624,26765.7439,,,
IGR J17448-3231,gcmagnetar,80002013014,3.49206315,8572.0337,,,
IGR J17448-3231,gcmagnetar,80002013015,3.497395386,423.774,,,
IGR J17448-3231,gcmagnetar,80002013016,3.494439641,21009.6938,,,
IGR J17448-3231,gcmagnetar,80002013018,3.504945685,22567.5203,,,
IGR J17448-3231,GalSurvey_A_MOS001,40031001002,3.636803779,41303.7111,,,
IGR J17448-3231,GalSurvey_A_MOS002,40031002001,3.702421466,40430.6648,,,
IGR J17448-3231,GalSurvey_A_MOS003,40031003002,3.727702425,37485.6181,,,
IGR J17448-3231,GalSurvey_A_MOS004,40031004001,3.777264603,40984.185,,,
IGR J17448-3231,GalSurvey_A_MOS005,40031005001,3.811509743,40849.4865,,,
IGR J17448-3231,gcmagnetar,80002013020,3.499318284,12066.7733,,,
IGR J17448-3231,gcmagnetar,80002013022,3.50489064,11209.311,,,
IGR J17448-3231,gcmagnetar,80002013024,3.513029894,11737.613,,,
IGR J17448-3231,GalSurvey_B_MOS001,40032001002,2.983664885,40616.2075,,,
IGR J17448-3231,GalSurvey_B_MOS002,40032002001,3.045039862,40774.2278,,,
IGR J17448-3231,GalSurvey_B_MOS003,40032003001,3.10778853,40725.8812,,,
IGR J17448-3231,gcmagnetar,80002013026,3.515477649,31955.9761,,,
IGR J17448-3231,GalSurvey_B_MOS005,40032005002,3.125819708,26124.1003,,,
IGR J17448-3231,GalSurvey_B_MOS004,40032004002,3.063500157,23023.4738,,,
IGR J17448-3231,GalSurvey_B_MOS006,40032006001,3.183258641,29016.471,,,
IGR J17448-3231,GalSurvey_B_MOS007,40032007001,3.147836768,31361.8227,,,
IGR J17448-3231,GalSurvey_B_MOS008,40032008001,3.202400433,35380.106,,,
IGR J17448-3231,GalSurvey_B_MOS009,40032009002,3.261042144,43058.7938,,,
IGR J17448-3231,GalSurvey_B_MOS010,40032010001,3.230795583,42946.6894,,,
IGR J17448-3231,GalSurvey_B_MOS011,40032011001,3.284488313,42789.9038,,,
IGR J17448-3231,GalSurvey_B_MOS012,40032012002,3.344585724,40051.625,,,
IGR J17448-3231,4U1728m34,80001012002,3.007125306,27322.3531,,,
IGR J17448-3231,4U1728m34,80001012004,3.022751924,26342.1347,,,
IGR J17448-3231,GalSurvey_B_MOS013,40032013002,3.304687165,41691.725,,,
IGR J17448-3231,GalSurvey_B_MOS014,40032014002,3.355982272,44783.14,,,
IGR J17448-3231,GalSurvey_B_MOS015,40032015001,3.411459399,41500.3292,,,
IGR J17448-3231,GRO_J1744m28,80002017002,3.82311897,28668.9229,,,
IGR J17448-3231,V745_Sco,80002019002,2.360099677,22580.6195,,,
IGR J17448-3231,GRO_J1744m28,80002017004,3.829701184,8542.077,,,
IGR J17448-3231,SgrAstar,30001002008,3.508119786,33175.9409,,,
IGR J17448-3231,SgrAstar,30001002010,3.481288218,61490.3186,,,
IGR J17448-3231,GalSurvey_A_MOS006,40031006002,3.829956925,40234.6327,,,
IGR J17448-3231,GalSurvey_A_MOS007,40031007001,3.868707755,40743.3542,,,
IGR J17448-3231,GalSurvey_A_MOS008,40031008001,3.917230541,41045.9775,,,
IGR J17448-3231,GalSurvey_B_MOS016,40032016001,3.38610007,41748.7727,,,
IGR J17448-3231,GalSurvey_B_MOS017,40032017002,3.443502918,40273.7648,,,
IGR J17448-3231,SgrAstar,30002002002,3.49135691,60313.8156,,,
IGR J17448-3231,GalSurvey_B_MOS018,40032018002,3.499344774,42013.971,,,
IGR J17448-3231,GRS1734m292,60061279002,3.722904002,20292.5873,,,
IGR J17448-3231,SgrAstar,30002002004,3.497067655,67844.8343,,,
IGR J17448-3231,GalSurvey_B_MOS019,40032019002,3.475656919,43092.4324,,,
IGR J17448-3231,IGRJ17454m2919,80001046002,3.175660743,29408.6611,,,
IGR J17448-3231,GalSurvey_B_MOS020,40032020002,3.528004308,39103.9854,,,
IGR J17448-3231,GalSurvey_B_MOS021,40032021001,3.581725826,39405.1029,,,
IGR J17448-3231,SgrAstar,30002002006,3.553537357,29595.4184,,,
IGR J17448-3231,SgrAstar,30002002008,3.560564819,25718.522,,,
IGR J17448-3231,SgrAstar,30002002010,3.547861157,14383.8581,,,
IGR J17448-3231,SgrAstar,30002002012,3.549834788,13173.0986,,,
IGR J17448-3231,IGR_J17511m3057,90101001002,2.108576667,42244.8923,,,
IGR J17448-3231,GX_354m0,30101051002,2.968266554,53342.219,,,
IGR J17448-3231,AX_J1745d6m2901,90101012002,3.475308165,45113.6966,,,
IGR J17448-3231,Rapid_Burster,90101009002,2.559413745,46648.8785,,,
IGR J17448-3231,Arches_cluster,40101001002,3.690889835,107188.988,,,
IGR J17448-3231,Arches_cluster,40101001004,3.692073662,107856.0856,,,
IGR J17448-3231,Swift_J174540d7m290015,90101022001,3.54790102,452.0265,,,
IGR J17448-3231,Swift_J174540d7m290015,90101022002,3.548236411,33849.3404,,,
IGR J17448-3231,GCR_Block_B1,40112003002,3.087327613,55534.2903,,,
IGR J17448-3231,GCR_Block_B2,40112004001,3.057808869,53375.7853,,,
IGR J17448-3231,SWIFT_J174540d2m290037,90201026002,3.540852695,49025.6759,,,
IGR J17448-3231,COm0d4m0d22,90201020002,3.123131827,93528.3391,,,
IGR J17448-3231,SgrA_molecular_clouds,40202001002,3.652311548,150856.4943,,,
IGR J17448-3231,GRO_J1744m28,80202027002,3.823748557,28822.7225,,,
IGR J17448-3231,GCR_Block_A1,40112001002,3.739623753,103300.4709,,,
IGR J17448-3231,GCR_Block_A2,40112002002,3.715515005,101216.783,,,
IGR J17448-3231,SgrAstar,30302006002,3.55031366,65020.7746,,,
IGR J17448-3231,SgrAstar,30302006004,3.54870928,18579.9472,,,
IGR J17448-3231,SgrAstar,30302006006,3.547476623,20343.2806,,,
IGR J17448-3231,SgrAstar,30302007002,3.493605814,46156.994,,,
IGR J17448-3231,SgrAstar,30302007004,3.492073551,51569.624,,,
IGR J17448-3231,SgrAstar,60466001002,3.552513586,19340.1227,,,
IGR J17448-3231,SgrAstar,60466001004,3.550963489,21389.1598,,,
IGR J17448-3231,SgrAstar,60466001006,3.549591408,18709.5273,,,
IGR J17448-3231,SgrAstar,60466001008,3.546449029,21205.4604,,,
IGR J17448-3231,CXOU_J173324d6m332321,90401321002,2.50000788,55194.0476,,,
IGR J17448-3231,GRS_1734m292,60301010002,3.755671419,26020.3307,,,
IGR J17448-3231,4U_1728m34,90501312002,2.942083326,19309.474,,,
IGR J17448-3231,SgrAstar,30502005002,3.560372805,15455.155,,,
IGR J17448-3231,SgrAstar,30502005004,3.554988031,153015.4806,,,
IGR J17448-3231,SgrAstar,90501330002,3.490339094,104451.5791,,,
IGR J17448-3231,SgrAstar,30502006002,3.488735277,38556.2473,,,
IGR J17448-3231,SgrAstar,30502006004,3.487284416,34749.5942,,,
IGR J17448-3231,0,4245.844896,,,,,
,,,,,,,
IGR J18497-0248,1E1841m045,30001025002,2.965728002,48620.365,,,
IGR J18497-0248,1E1841m045,30001025004,2.981391475,35188.3539,,,
IGR J18497-0248,1E1841m045,30001025006,2.983785752,65676.0564,,,
IGR J18497-0248,1E1841m045,30001025008,2.982599653,38436.6608,,,
IGR J18497-0248,1E1841m045,30001025010,2.980472408,32927.2923,,,
IGR J18497-0248,1E1841m045,30001025012,2.979722837,100675.11,,,
IGR J18497-0248,Swift_J1843d5m0343,30360001002,1.739668077,75612.3463,,,
IGR J18497-0248,AX_J1841d0m0536,30301026002,3.535040838,54311.5328,,,
IGR J18497-0248,Swift_J183920m045350,30360002002,3.338654616,40788.2811,,,
IGR J18497-0248,2XMMJ185348d4m010229,60463067002,2.117521808,21566.8414,,,
IGR J18497-0248,Swift_J184418d3m023304,30360003002,1.41229984,43345.299,,,
IGR J18497-0248,118.9576453,557.148139,,,,,
,,,,,,,
IGR J18538-0102,GS_1843m02,90201056002,1.922945941,34714.8101,,,
IGR J18538-0102,Swift_J1843d5m0343,30360001002,3.668433156,75612.3463,,,
IGR J18538-0102,KES_75,40301004002,2.700695685,95271.8235,,,
IGR J18538-0102,W44,40301003002,2.461174707,53569.878,,,
IGR J18538-0102,Swift_J184418d3m023304,30360003002,2.802469775,43345.299,,,
IGR J18538-0102,34.7148101,302.5141569,,,,,
,,,,,,,
IGR J08297-4250,GS0834m430,10002017001,1.010181155,26041.6341,,,
IGR J08297-4250,GS0834m430,10002018001,1.138462862,31076.0492,,,
IGR J08297-4250,57.1176833,57.1176833,,,,,
,,,,,,,
AX J1754.2-2754,1E1740d7m2942,10002012001,2.970835177,10968.4558,,,
AX J1754.2-2754,1E1740d7m2942,10002021001,2.976461756,2172.0005,,,
AX J1754.2-2754,SgrAstar,30001002001,2.235489117,156798.5508,,,
AX J1754.2-2754,1E1740d7m2942,10002021003,2.935124681,6125.2671,,,
AX J1754.2-2754,SgrAstar,30001002002,2.204513584,12088.1455,,,
AX J1754.2-2754,SgrAstar,30001002003,2.225459562,77963.8403,,,
AX J1754.2-2754,Gal_Cen_MOS001,40010001002,2.233836229,24053.6992,,,
AX J1754.2-2754,Gal_Cen_MOS002,40010002001,2.203310445,24509.8675,,,
AX J1754.2-2754,Gal_Cen_MOS003,40010003001,2.147440921,24199.7003,,,
AX J1754.2-2754,Gal_Cen_MOS004,40010004001,2.106099446,24032.3799,,,
AX J1754.2-2754,Gal_Cen_MOS005,40010005001,2.05395331,25992.9403,,,
AX J1754.2-2754,Gal_Cen_MOS006,40010006001,2.010838531,23563.7354,,,
AX J1754.2-2754,SgrAstar,30001002004,2.234807267,50173.8925,,,
AX J1754.2-2754,SgrAstar,30001002006,2.176923661,37066.8647,,,
AX J1754.2-2754,gcmagnetar,80002013002,2.174987435,49697.5581,,,
AX J1754.2-2754,gcmagnetar,80002013004,2.16304797,38525.8611,,,
AX J1754.2-2754,gcmagnetar,80002013006,2.164697011,32615.7254,,,
AX J1754.2-2754,gcmagnetar,80002013008,2.166768707,38832.1538,,,
AX J1754.2-2754,gcmagnetar,80002013010,2.168247527,37319.0136,,,
AX J1754.2-2754,gcmagnetar,80002013012,2.172969934,26765.7439,,,
AX J1754.2-2754,IGRJ17544m2619,30002003002,1.533534072,17533.22,,,
AX J1754.2-2754,IGRJ17544m2619,30002003003,1.518423562,26238.4995,,,
AX J1754.2-2754,gcmagnetar,80002013014,2.224603665,8572.0337,,,
AX J1754.2-2754,gcmagnetar,80002013015,2.231312618,423.774,,,
AX J1754.2-2754,gcmagnetar,80002013016,2.22535852,21009.6938,,,
AX J1754.2-2754,G1d9p0d3,40001015002,1.399528999,8913.9606,,,
AX J1754.2-2754,G1d9p0d3,40001015003,1.410184188,85397.4212,,,
AX J1754.2-2754,G1d9p0d3,40001015005,1.408547344,121641.8301,,,
AX J1754.2-2754,G1d9p0d3,40001015007,1.403670162,144685.1722,,,
AX J1754.2-2754,gcmagnetar,80002013018,2.226465686,22567.5203,,,
AX J1754.2-2754,GalSurvey_A_MOS001,40031001002,2.314054853,41303.7111,,,
AX J1754.2-2754,GalSurvey_A_MOS002,40031002001,2.355584598,40430.6648,,,
AX J1754.2-2754,GalSurvey_A_MOS003,40031003002,2.230726474,37485.6181,,,
AX J1754.2-2754,GalSurvey_A_MOS004,40031004001,2.296359381,40984.185,,,
AX J1754.2-2754,GalSurvey_A_MOS005,40031005001,2.149261446,40849.4865,,,
AX J1754.2-2754,gcmagnetar,80002013020,2.233418147,12066.7733,,,
AX J1754.2-2754,gcmagnetar,80002013022,2.229209671,11209.311,,,
AX J1754.2-2754,gcmagnetar,80002013024,2.212414279,11737.613,,,
AX J1754.2-2754,GalSurvey_B_MOS001,40032001002,2.879005161,40616.2075,,,
AX J1754.2-2754,GalSurvey_B_MOS002,40032002001,2.91945108,40774.2278,,,
AX J1754.2-2754,GalSurvey_B_MOS003,40032003001,2.966029131,40725.8812,,,
AX J1754.2-2754,gcmagnetar,80002013026,2.215287177,31955.9761,,,
AX J1754.2-2754,GalSurvey_B_MOS005,40032005002,2.824581224,26124.1003,,,
AX J1754.2-2754,GalSurvey_B_MOS004,40032004002,2.788551223,23023.4738,,,
AX J1754.2-2754,GalSurvey_B_MOS006,40032006001,2.867491635,29016.471,,,
AX J1754.2-2754,GalSurvey_B_MOS007,40032007001,2.69230135,31361.8227,,,
AX J1754.2-2754,GalSurvey_B_MOS008,40032008001,2.731770738,35380.106,,,
AX J1754.2-2754,GalSurvey_B_MOS009,40032009002,2.788301667,43058.7938,,,
AX J1754.2-2754,GalSurvey_B_MOS010,40032010001,2.602804939,42946.6894,,,
AX J1754.2-2754,GalSurvey_B_MOS011,40032011001,2.65180875,42789.9038,,,
AX J1754.2-2754,GalSurvey_B_MOS012,40032012002,2.694791386,40051.625,,,
AX J1754.2-2754,GalSurvey_B_MOS013,40032013002,2.532276888,41691.725,,,
AX J1754.2-2754,GalSurvey_B_MOS014,40032014002,2.583378033,44783.14,,,
AX J1754.2-2754,GalSurvey_B_MOS015,40032015001,2.634913285,41500.3292,,,
AX J1754.2-2754,SgrB2_MOS01,40012018002,1.67170604,143856.8336,,,
AX J1754.2-2754,SgrB2_MOS02,40012019001,1.540807754,153456.456,,,
AX J1754.2-2754,GRO_J1744m28,80002017002,2.257711914,28668.9229,,,
AX J1754.2-2754,GRO_J1744m28,80002017004,2.246766968,8542.077,,,
AX J1754.2-2754,GRS1739m278,80002018002,2.543388087,29713.6445,,,
AX J1754.2-2754,SgrAstar,30001002008,2.202712566,33175.9409,,,
AX J1754.2-2754,SgrAstar,30001002010,2.241713318,61490.3186,,,
AX J1754.2-2754,GalSurvey_A_MOS006,40031006002,2.210811954,40234.6327,,,
AX J1754.2-2754,GalSurvey_A_MOS007,40031007001,2.070084386,40743.3542,,,
AX J1754.2-2754,GalSurvey_A_MOS008,40031008001,2.132486831,41045.9775,,,
AX J1754.2-2754,GalSurvey_B_MOS016,40032016001,2.436406825,41748.7727,,,
AX J1754.2-2754,GalSurvey_B_MOS017,40032017002,2.473928039,40273.7648,,,
AX J1754.2-2754,SgrAstar,30002002002,2.226714073,60313.8156,,,
AX J1754.2-2754,GalSurvey_B_MOS018,40032018002,2.520427532,42013.971,,,
AX J1754.2-2754,GRS1734m292,60061279002,3.919189656,20292.5873,,,
AX J1754.2-2754,SgrAstar,30002002004,2.230233972,67844.8343,,,
AX J1754.2-2754,GalSurvey_B_MOS019,40032019002,2.347466123,43092.4324,,,
AX J1754.2-2754,IGRJ17454m2919,80001046002,2.444749955,29408.6611,,,
AX J1754.2-2754,GalSurvey_B_MOS020,40032020002,2.401538208,39103.9854,,,
AX J1754.2-2754,GalSurvey_B_MOS021,40032021001,2.456979544,39405.1029,,,
AX J1754.2-2754,SgrAstar,30002002006,2.16403366,29595.4184,,,
AX J1754.2-2754,IGRJ17544m2619,90001005002,1.583560753,79252.215,,,
AX J1754.2-2754,SgrAstar,30002002008,2.155844368,25718.522,,,
AX J1754.2-2754,SgrAstar,30002002010,2.170895841,14383.8581,,,
AX J1754.2-2754,SgrAstar,30002002012,2.171669988,13173.0986,,,
AX J1754.2-2754,IGR_J17511m3057,90101001002,3.118737128,42244.8923,,,
AX J1754.2-2754,AX_J1745d6m2901,90101012002,2.24988722,45113.6966,,,
AX J1754.2-2754,GRS_1739m278,80101050002,2.589814266,43382.9711,,,
AX J1754.2-2754,Arches_cluster,40101001002,2.111495404,107188.988,,,
AX J1754.2-2754,Arches_cluster,40101001004,2.109594043,107856.0856,,,
AX J1754.2-2754,Swift_J174540d7m290015,90101022001,2.177550421,452.0265,,,
AX J1754.2-2754,Swift_J174540d7m290015,90101022002,2.166828869,33849.3404,,,
AX J1754.2-2754,GCR_Block_B1,40112003002,2.917801198,55534.2903,,,
AX J1754.2-2754,GCR_Block_B2,40112004001,2.870105805,53375.7853,,,
AX J1754.2-2754,GX_5m1,30102056002,3.236299296,11153.9955,,,
AX J1754.2-2754,GX_5m1,30102056004,3.236553511,10480.9981,,,
AX J1754.2-2754,GX_5m1,30102056006,3.229491997,10314.2186,,,
AX J1754.2-2754,SWIFT_J174540d2m290037,90201026002,2.174698382,49025.6759,,,
AX J1754.2-2754,COm0d4m0d22,90201020002,2.464905677,93528.3391,,,
AX J1754.2-2754,GRS_1739m278,80102101002,2.586825559,27137.2417,,,
AX J1754.2-2754,GRS_1739m278,80102101004,2.592632063,25899.4087,,,
AX J1754.2-2754,SgrA_molecular_clouds,40202001002,2.111469452,150856.4943,,,
AX J1754.2-2754,GRS_1739m278,80102101005,2.610381217,27023.153,,,
AX J1754.2-2754,TCP_J18102829m2729590,80201035002,3.579018558,47287.0994,,,
AX J1754.2-2754,GRO_J1744m28,80202027002,2.264395906,28822.7225,,,
AX J1754.2-2754,GCR_Block_A1,40112001002,2.264677475,103300.4709,,,
AX J1754.2-2754,GCR_Block_A2,40112002002,2.314056862,101216.783,,,
AX J1754.2-2754,SgrAstar,30302006002,2.168865408,65020.7746,,,
AX J1754.2-2754,SgrAstar,30302006004,2.166957975,18579.9472,,,
AX J1754.2-2754,SgrAstar,30302006006,2.175192784,20343.2806,,,
AX J1754.2-2754,SgrAstar,30302007002,2.231408099,46156.994,,,
AX J1754.2-2754,SgrAstar,30302007004,2.232773071,51569.624,,,
AX J1754.2-2754,GX_3p1,30363001002,1.931753023,13664.2019,,,
AX J1754.2-2754,Swift_J1756d9m2508,90402313002,2.87775266,39476.062,,,
AX J1754.2-2754,Sgr_B2,40401001002,1.580423348,149234.7432,,,
AX J1754.2-2754,Swift_J1756d9m2508,90402313004,2.907460486,60978.1803,,,
AX J1754.2-2754,SgrAstar,60466001002,2.166302519,19340.1227,,,
AX J1754.2-2754,SgrAstar,60466001004,2.170667478,21389.1598,,,
AX J1754.2-2754,SgrAstar,60466001006,2.170984754,18709.5273,,,
AX J1754.2-2754,SgrAstar,60466001008,2.174678795,21205.4604,,,
AX J1754.2-2754,GRS_1734m292,60301010002,3.862912733,26020.3307,,,
AX J1754.2-2754,IGR_J17503m2636,90401333002,1.543607677,39101.1763,,,
AX J1754.2-2754,SgrAstar,30502005002,2.15857837,15455.155,,,
AX J1754.2-2754,SgrAstar,30502005004,2.161186327,153015.4806,,,
AX J1754.2-2754,Swift_J1756d9m2508,90501329001,2.809397889,37737.7448,,,
AX J1754.2-2754,SgrAstar,90501330002,2.214948524,104451.5791,,,
AX J1754.2-2754,SgrAstar,30502006002,2.223615626,38556.2473,,,
